"ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","TotalPrkng","MaintFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# of Pets","# or % of Rentals Allowed","Title to Land","Area","Bath Ensuite # Of Pcs","Bath1 #Pcs","Bath1 Ensuite?","Bath1 Level","Bath2 #Pcs","Bath2 Ensuite?","Bath2 Level","Bath3 #Pcs","Bath3 Ensuite?","Bath3 Level","Bath4 #Pcs","Bath4 Ensuite?","Bath4 Level","Bath5 #Pcs","Bath5 Ensuite?","Bath5 Level","Bath6 #Pcs","Bath6 Ensuite?","Bath6 Level","Bath7 #Pcs","Bath7 Ensuite?","Bath7 Level","Bath8 #Pcs","Bath8 Ensuite?","Bath8 Level","Baths Concatenation","Bds In Bsmt","Bds Not In Bsmt","City","Complex/Subdivision Name","Concatenated Rooms","Confirm Sold Date","Cumulative DOM","Cumulative DOMLS","Days On MLS","Dwelling Classification","Entry Date","Entry Date Delay","Expiry Date","Fireplaces","Floor Area - Unfinished","Floor Area Fin - Abv Main","Floor Area Fin - Basement","Floor Area Fin - BLW Main","Floor Area Fin - Main Flr","Floor Area Fin - Total","Full Baths","Full Height","General Date","Geocode Quality","GST Incl","Half Baths","How Sold","Jurisdiction","Land Lease Expiry Year","List Price","Measurement Type","Member Board Affiliation","Municipality","Neighborhood Code","No. Floor Levels","Postal Code","Price Date","Price Per SQFT","Processed Date","Prop Type","Property Disclosure","Province","Region","Restricted Age","Room 1 Dimension 1","Room 1 Dimension 2","Room 1 Level","Room 1 Type","Room 10 Dimension 1","Room 10 Dimension 2","Room 10 Level","Room 10 Type","Room 11 Dimension 1","Room 11 Dimension 2","Room 11 Level","Room 11 Type","Room 12 Dimension 1","Room 12 Dimension 2","Room 12 Level","Room 12 Type","Room 13 Dimension 1","Room 13 Dimension 2","Room 13 Level","Room 13 Type","Room 14 Dimension 1","Room 14 Dimension 2","Room 14 Level","Room 14 Type","Room 15 Dimension 1","Room 15 Dimension 2","Room 15 Level","Room 15 Type","Room 16 Dimension 1","Room 16 Dimension 2","Room 16 Level","Room 16 Type","Room 17 Dimension 1","Room 17 Dimension 2","Room 17 Level","Room 17 Type","Room 18 Dimension 1","Room 18 Dimension 2","Room 18 Level","Room 18 Type","Room 19 Dimension 1","Room 19 Dimension 2","Room 19 Level","Room 19 Type","Room 2 Dimension 1","Room 2 Dimension 2","Room 2 Level","Room 2 Type","Room 20 Dimension 1","Room 20 Dimension 2","Room 20 Level","Room 20 Type","Room 3 Dimension 1","Room 3 Dimension 2","Room 3 Level","Room 3 Type","Room 4 Dimension 1","Room 4 Dimension 2","Room 4 Level","Room 4 Type","Room 5 Dimension 1","Room 5 Dimension 2","Room 5 Level","Room 5 Type","Room 6 Dimension 1","Room 6 Dimension 2","Room 6 Level","Room 6 Type","Room 7 Dimension 1","Room 7 Dimension 2","Room 7 Level","Room 7 Type","Room 8 Dimension 1","Room 8 Dimension 2","Room 8 Level","Room 8 Type","Room 9 Dimension 1","Room 9 Dimension 2","Room 9 Level","Room 9 Type","Room Type Search","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","SP/OLP Ratio","Storeys in Building","Title Search","Tot Units in Strata Plan","Units in Development","Zoning"
"R3035179","A","240 7610 EVANS ROAD","H71","$349,900","8/7/2025","6","2","2","1,055","1990","35","1","$270.00","Townhouse","AGER, PETR","0",,,"Leasehold not prepaid-NonStrata","Sardis","3","4","No","Main","3","Yes","Main",,,,,,,,,,,,,,,,,,,,"0","2","Chilliwack","COTTONWOOD RETIREMENT VILLAGE","|LVGRMMN|DINRMMN|PBDRMMN|PBDRMMN|SOLARMN|",,"6",,,"Attached","8/8/2025 9:33 AM",,"11/10/2025","1","0","0","0","0","1,055","1,055","2",,"8/7/2025",,,"0",,,"2041","$349,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 2Z5","8/8/2025","$331.66",,"Residential Attached","Yes","BC","Chilliwack","55+","17'","12'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'7","11'","Main","Dining Room",,,,,"9'10","13'","Main","Primary Bedroom","11'4","9'8","Main","Primary Bedroom","12'","6'5","Main","Solarium",,,,,,,,,,,,,,,,,,,,,,,,"Yes",,,"R5"
"R2981749","P","106 7610 EVANS ROAD","H71","$360,000","3/25/2025","102","2","2","1,092","1989","36","2","$270.00","Townhouse","AGER, PETR, RENN","1","1",,"Leasehold prepaid-NonStrata","Sardis","3","3","Yes","Main","3","No","Main",,,,,,,,,,,,,,,,,,,,"0","2","Chilliwack","Cottonwood Village","|FOYERMN|KITCHMN|DINRMMN|LVGRMMN|BDRMMN|PBDRMMN|LAUNDMN|","7/5/2025","102","102","102","Attached","3/25/2025 10:56 AM",,"7/31/2025","1","0","0","0","0","1,092","1,092","2",,"7/5/2025",,,"0","NOT USED",,"2039","$365,000","Feet","Chilliwack & District Real Estate Board",,,"1","V2R 2X8","7/21/2025","$329.67","7/21/2025","Residential Attached","Yes","BC","Chilliwack","55+","6'7","6'5","Main","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20'3","7'10","Main","Kitchen",,,,,"12'1","8'11","Main","Dining Room","14'8","12'11","Main","Living Room","12'10","9'8","Main","Bedroom","13'61","12'9","Main","Primary Bedroom","11'8","6'7","Main","Laundry",,,,,,,,,,"7/5/2025","$360,000",,,,"1","No",,,"R5"
"R3025609","A","113 7610 EVANS ROAD","H71","$369,900","7/10/2025","34","2","2","1,041","1989","36","1","$270.00","Townhouse","AGER, PETR, RENN","1","1",,"Leasehold prepaid-NonStrata","Sardis","3","3","No","Main","3","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Cottonwood Retirement Village","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMMN|UTILMN|FOYERMN|",,"34",,,"Attached","7/10/2025 2:46 PM",,"1/9/2026","1","0","0","0","0","1,041","1,041","2",,"7/10/2025",,,"0",,,"2039","$369,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 2X8","8/7/2025","$355.33",,"Residential Attached","Yes","BC","Chilliwack","55+","12'2","17'4","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'2","5'6","Main","Dining Room",,,,,"12'6","13'6","Main","Kitchen","12'7","14'1","Main","Primary Bedroom","9'3","11'10","Main","Bedroom","4'11","8'2","Main","Utility","4'","5'7","Main","Foyer",,,,,,,,,,,,,,,,"No",,,"R5"
"R3018785","P","38 45640 STOREY AVENUE","H71","$392,000","6/23/2025","23","2","1","835","1991","34","1","$254.47","Townhouse","PETR, RENY","1",,"100","Freehold Strata","Sardis","0","4","No","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Sardis","Whispering Pines","|KITCHMN|DINRMMN|LVGRMMN|PBDRMMN|BDRMMN|FOYERMN|STOREMN|","7/16/2025","83","82","23","Attached","6/23/2025 11:23 AM",,"9/23/2025","0","0","0","0","0","835","835","1",,"7/16/2025",,,"0","NOT USED",,,"$404,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 3C5","8/1/2025","$469.46","8/1/2025","Residential Attached","Yes","BC","Chilliwack",,"8'11","11'9","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6'11","9'2","Main","Dining Room",,,,,"12'1","12'2","Main","Living Room","10'8","12'7","Main","Primary Bedroom","9'4","11'4","Main","Bedroom","4'2","6'10","Main","Foyer","4'9","4'","Main","Storage",,,,,,,,,,"7/16/2025","$392,000",,,,,"Yes",,,"R5"
"R2997628","F","12 45450 SHAWNIGAN CRESCENT","H78","$415,000","5/2/2025","11","1","1","905","2007","18","2","$212.76","Townhouse","PETR","1",,,"Freehold Strata","Sardis","0","4","No","Main",,,,,,,,,,,,,,,,,,,,,,"|1BATH4|","0","1","Chilliwack",,"|LVGRMMN|KITCHMN|DINRMMN|PBDRMMN|STOREBLW|","5/13/2025","11","8","8","Attached","5/5/2025 9:20 AM",,"10/31/2025","1","146","0","0","0","759","759","1",,"5/13/2025",,,"0","NOT USED",,,"$439,900","Feet","Chilliwack & District Real Estate Board",,,"1","V2R 0B8","6/2/2025","$458.56","6/2/2025","Residential Attached","Yes","BC","Chilliwack",,"14'","11'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'6","10'","Main","Kitchen",,,,,"10'6","7'","Main","Dining Room","13'","11'","Main","Primary Bedroom","4'8","13'","Below","Storage",,,,,,,,,,,,,,,,,,"5/13/2025","$415,000","$458.56","0.94","0.94",,"No",,,"CD-10"
"R3006034","T","38 45640 STOREY AVENUE","H71","$419,900","5/22/2025","32","2","1","835","1991","34","1","$254.47","Townhouse","PETR, RENY","1",,"100","First Nations Lease","Sardis","0","4","No","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Whispering Pines","|KITCHMN|DINRMMN|LVGRMMN|PBDRMMN|BDRMMN|FOYERMN|STOREMN|",,"60",,,"Attached","5/22/2025 11:41 AM",,"6/23/2025","0","0","0","0","0","835","835","1",,"6/23/2025",,,"0",,,,"$419,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 3C5","5/22/2025","$502.87",,"Residential Attached","Yes","BC","Chilliwack",,"8'11","11'9","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6'11","9'2","Main","Dining Room",,,,,"12'1","12'2","Main","Living Room","10'8","12'7","Main","Primary Bedroom","9'4","11'4","Main","Bedroom","4'2","6'10","Main","Foyer","4'9","4'","Main","Storage",,,,,,,,,,,,,,,,"Yes",,,"R5"
"R3006022","P","16 5770 VEDDER ROAD","H79","$422,500","5/26/2025","56","2","2","920","1993","32","2","$377.79","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","3","3","Yes","Main","4","No","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Centre Point","|LVGRMMN|KITCHMN|DINRMMN|PBDRMMN|WICLOMN|BDRMMN|FOYERMN|","7/21/2025","56","56","56","Attached","5/26/2025 8:59 AM",,"1/31/2026","0","0","0","0","0","920","920","2",,"7/21/2025",,"No","0","NOT USED",,,"$429,990",,"Chilliwack & District Real Estate Board",,,"1","V2R 3V6","7/29/2025","$459.24","7/29/2025","Residential Attached","Yes","BC","Chilliwack",,"12'5","14'4","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8'10","8'5","Main","Kitchen",,,,,"8'7","10'5","Main","Dining Room","11'7","12'6","Main","Primary Bedroom","4'","5'9","Main","Walk-In Closet","10'","11'","Main","Bedroom","5'","8'9","Main","Foyer",,,,,,,,,,"7/21/2025","$422,500",,,,"2","No","16","16","R5"
"R2994407","T","38 45640 STOREY AVENUE","H71","$424,900","4/24/2025","28","2","1","835","1991","34","1","$254.47","Townhouse","PETR, RENY","1",,"100","First Nations Lease","Sardis","0","4","No","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Whispering Pines","|KITCHMN|DINRMMN|LVGRMMN|PBDRMMN|BDRMMN|FOYERMN|STOREMN|",,"28",,,"Attached","4/25/2025 3:59 PM",,"5/22/2025","0","0","0","0","0","835","835","1",,"5/22/2025",,,"0",,,,"$424,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 3C5","4/25/2025","$508.86",,"Residential Attached","Yes","BC","Chilliwack",,"8'11","11'9","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6'11","9'2","Main","Dining Room",,,,,"12'1","12'2","Main","Living Room","10'8","12'7","Main","Primary Bedroom","9'4","11'4","Main","Bedroom","4'2","6'10","Main","Foyer","4'9","4'","Main","Storage",,,,,,,,,,,,,,,,"No",,,"R5"
"R3006384","A","49 45640 STOREY AVENUE","H71","$449,000","5/23/2025","82","2","2","938","1991","34","1","$278.91","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","2","4","No","Main","2","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH4|2BATH2|","0","2","Chilliwack",,"|DINRMMN|KITCHMN|LVGRMMN|BDRMMN|PBDRMMN|WICLOMN|STOREMN|",,"128",,,"Attached","5/23/2025 9:39 AM",,"9/8/2025",,"0","0","0","0","938","938","1",,"5/23/2025",,,"1",,,,"$449,000",,"Chilliwack & District Real Estate Board",,,"1","V2R 3C5","5/23/2025","$478.68",,"Residential Attached","Yes","BC","Chilliwack",,"7'10","9'0","Main","Dining Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'10","9'0","Main","Kitchen",,,,,"16'8","11'6","Main","Living Room","12'2","10'9","Main","Bedroom","13'9","10'11","Main","Primary Bedroom","4'10","5'9","Main","Walk-In Closet","5'5","4'2","Main","Storage",,,,,,,,,,,,,,,,"Yes",,,"R5"
"R2996135","C","18 5915 VEDDER ROAD","H78","$449,900","4/30/2025","91","2","2","1,152","1995","30","1","$307.00","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","2","4","No","Main","2","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Melrose","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMMN|PANTRMN|LAUNDMN|STOREMN|",,"158",,,"Attached","4/30/2025 10:17 AM",,"10/29/2025","1","0","0","0","0","1,152","1,152","1",,"7/30/2025",,,"1",,,,"$449,900","Feet","Chilliwack & District Real Estate Board",,,"1","V2R 1C3","6/23/2025","$390.54",,"Residential Attached","Yes","BC","Chilliwack",,"15'","13'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10'6","6'6","Main","Dining Room",,,,,"13'","11'","Main","Kitchen","13'","11'6","Main","Primary Bedroom","10'","9'6","Main","Bedroom","3'","2'","Main","Pantry","3'","3'","Main","Laundry","9'","3'5","Main","Storage",,,,,,,,,,,,"No","40","40","R5"
"R3017861","P","34 5915 VEDDER ROAD","H78","$455,000","6/19/2025","13","2","2","1,206","1996","29",,"$321.23","Townhouse","PETR","1","2","100","Freehold Strata","Sardis","3","4","No","Main","3","Yes","Main",,,,,,,,,,,,,,,,,,,,"0","2","Sardis",,"|KITCHMN|DINRMMN|PBDRMMN|BDRMMN|LVGRMMN|FOYERBLW|","7/2/2025","13","13","13","Attached","6/19/2025 11:25 AM",,"11/12/2025","1","0","0","0","0","1,206","1,206","2",,"7/2/2025",,,"0","NOT USED",,,"$464,900",,"Chilliwack & District Real Estate Board",,,"1","V2R 1C3","7/11/2025","$377.28","7/11/2025","Residential Attached","Yes","BC","Chilliwack",,"11'1","14'8","Main","Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11'3","10'5","Main","Dining Room",,,,,"13'2","11'6","Main","Primary Bedroom","12'2","10'3","Main","Bedroom","13'2","15'6","Main","Living Room","3'4","5'9","Below","Foyer",,,,,,,,,,,,,,"7/2/2025","$455,000",,,,"2","Yes",,"40","R5"
"R2985821","T","49 45640 STOREY AVENUE","H71","$459,000","4/7/2025","46","2","2","938","1991","34","1","$278.91","Townhouse","PETR, RENY","1","2","100","Freehold Strata","Sardis","2","4","No","Main","2","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH4|2BATH2|","0","2","Chilliwack",,"|DINRMMN|KITCHMN|LVGRMMN|BDRMMN|PBDRMMN|WICLOMN|STOREMN|",,"46",,,"Attached","4/7/2025 8:32 AM",,"5/23/2025",,"0","0","0","0","938","938","1",,"5/23/2025",,,"1",,,,"$459,000",,"Chilliwack & District Real Estate Board",,,"1","V2R 3C5","4/3/2025","$489.34",,"Residential Attached","Yes","BC","Chilliwack",,"7'10","9'0","Main","Dining Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'10","9'0","Main","Kitchen",,,,,"16'8","11'6","Main","Living Room","12'2","10'9","Main","Bedroom","13'9","10'11","Main","Primary Bedroom","4'10","5'9","Main","Walk-In Closet","5'5","4'2","Main","Storage",,,,,,,,,,,,,,,,"No",,,"R5"
"R3022651","A","25 5915 VEDDER ROAD","H78","$465,000","7/2/2025","42","3","2","1,252","1995","30","1","$341.00","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","3","4","No","Main","3","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","MELROSE PLACE","|PBDRMMN|BDRMMN|BDRMMN|KITCHMN|DINRMMN|LVGRMMN|LAUNDMN|",,"143",,,"Attached","7/3/2025 12:35 PM",,"1/30/2026","1","0","0","0","0","1,252","1,252","2",,"7/2/2025",,,"0",,,,"$465,000",,"Fraser Valley Real Estate Board",,,"1","V2R 1C3","7/3/2025","$371.41",,"Residential Attached","Yes","BC","Chilliwack",,"12'6'","11'6'","Main","Primary Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'1'","10'","Main","Bedroom",,,,,"12'2'","9'11'","Main","Bedroom","9'5'","9'2'","Main","Kitchen","8'","10'","Main","Dining Room","17'8'","12'10","Main","Living Room","4'3'","3'9'","Main","Laundry",,,,,,,,,,,,,,,"2","No","40","40","R4"
"R3033511","A","50 7715 LUCKAKUCK PLACE","H71","$469,000","8/4/2025","9","3","2","1,412","1992","33","2","$495.26","Townhouse","PETR, RENY","1",,"100","Freehold Strata","Sardis","3","3","Yes","Main","4","No","Main",,,,,,,,,,,,,,,,,,,,"0","3","Chilliwack","Village Creek Estates","|LVGRMMN|DINRMMN|KITCHMN|PBDRMMN|BDRMMN|BDRMMN|WICLOMN|STOREMN|",,"9",,,"Attached","8/5/2025 2:30 PM",,"7/31/2026","1","0","0","0","0","1,412","1,412","2",,"8/4/2025",,,"0",,,,"$469,000","Feet","Chilliwack & District Real Estate Board",,,"1","V2R 3N6","8/5/2025","$332.15",,"Residential Attached","Yes","BC","Chilliwack",,"13'8","14'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13'","12'6","Main","Dining Room",,,,,"8'6","12'","Main","Kitchen","12'","12'6","Main","Primary Bedroom","11'","11'4","Main","Bedroom","13'","11'2","Main","Bedroom","5'6","8'6","Main","Walk-In Closet","6'","8'4","Main","Storage",,,,,,,,,,,"2","No",,"52","R-5"
"R2980614","T","25 5915 VEDDER ROAD","H78","$470,000","3/24/2025","101","3","2","1,227","1995","30","1","$341.00","Townhouse","PETR, RENY","1",,,"Freehold Strata","Sardis","3","4","No","Main","3","Yes","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","MELROSE PLACE","|PBDRMMN|BDRMMN|BDRMMN|KITCHMN|DINRMMN|LVGRMMN|LAUNDMN|",,"101",,,"Attached","3/24/2025 10:51 AM",,"7/3/2025","1","0","0","0","0","1,227","1,227","2",,"7/3/2025",,,"0",,,,"$470,000","Feet","Fraser Valley Real Estate Board",,,"1","V2R 1C3","5/1/2025","$383.05",,"Residential Attached","Yes","BC","Chilliwack",,"12'6'","11'6'","Main","Primary Bedroom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12'1'","10'","Main","Bedroom",,,,,"12'2'","9'11'","Main","Bedroom","9'5'","9'2'","Main","Kitchen","8'","10'","Main","Dining Room","17'8'","12'10","Main","Living Room","4'3'","3'9'","Main","Laundry",,,,,,,,,,,,,,,"2","No","40","40","R4"
"R3024313","A","8 45435 KNIGHT ROAD","H71","$485,000","7/7/2025","37","2","1","961","1991","34","1","$306.10","Townhouse","PETR","1","2",,"Freehold Strata","Sardis","0","3","No","Main",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,,"0","2","Chilliwack","Keypoint Villas","|LVGRMMN|KITCHMN|DINRMMN|PBDRMMN|BDRMMN|",,"37",,,"Attached","7/9/2025 8:59 AM",,"12/31/2025",,"0","0","0","0","961","961","1",,"7/7/2025",,,"0",,,,"$485,000",,"Fraser Valley Real Estate Board",,,"1","V2R 3E8","7/8/2025","$504.68",,"Residential Attached","Yes","BC","Chilliwack",,"15'0","10'0","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9'0","8'0","Main","Kitchen",,,,,"10'7","7'0","Main","Dining Room","16'0","12'0","Main","Primary Bedroom","11'0","10'0","Main","Bedroom",,,,,,,,,,,,,,,,,,,,,,,,"No",,,"R5"
"R2951629","F","5 45640 STOREY AVENUE","H71","$495,000","12/29/2024","146","3","2","1,198","1991","34","2","$430.18","Townhouse","PETR","1",,,"Freehold Strata","Sardis","0","2","No","Main","4","No","Abv Main 2",,"No",,,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH2|2BATH4|","0","3","Chilliwack",,"|LVGRMMN|KITCHMN|FOYERMN|PBDRMABV|BDRMABV|BDRMABV|","5/24/2025","146","145","145","Attached","12/30/2024 10:02 AM",,"6/29/2025",,"0","674","0","0","524","1,198","1",,"5/24/2025",,"No","1","NOT USED",,,"$499,000","Feet","Chilliwack & District Real Estate Board",,,"2","V2R 3C5","6/9/2025","$413.19","6/9/2025","Residential Attached","Yes","BC","Chilliwack",,"9'5","13'10","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14'0","9'0","Main","Kitchen",,,,,"6'5","6'0","Main","Foyer",,,,,,,,,,,,,"12'9","12'6","Above","Primary Bedroom","12'3","8'7","Above","Bedroom","11'13","8'9","Above","Bedroom",,"5/24/2025","$495,000","$413.19","0.99","0.94",,"No",,,"R5"
"R3000669","F","47 45740 THOMAS ROAD","H79","$525,000","5/9/2025","69","3","3","1,448","1993","32","1","$328.72","Townhouse","PETR","1","2","100%","Freehold Strata","Sardis","0","2","No","Main","4","No","Above","3","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,"|1BATH2|2BATH4|3BATH3|","0","3","Chilliwack","Riverwynd","|MUDRMBLW|UTILBLW|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|BDRMABV|BDRMABV|","7/17/2025","69","69","69","Attached","5/9/2025 2:16 PM",,"11/7/2025","1","0","643","0","175","630","1,448","2",,"7/17/2025",,"No","1","NOT USED",,,"$529,999",,"Chilliwack & District Real Estate Board",,,"3","V2R 3V9","7/28/2025","$362.57","7/28/2025","Residential Attached","Yes","BC","Chilliwack",,"9'3","13'1","Below","Mud Room",,,,,,,,,,,,,"13'3","12'2","Above","Primary Bedroom","9'11","11'11","Above","Bedroom","9'11","8'11","Above","Bedroom",,,,,,,,,,,,,,,,,"9'2","5'1","Below","Utility",,,,,,,,,,,,,,,,,,,,,"13'11","17'6","Main","Living Room","10'4","8'11","Main","Dining Room","13'5","12'3","Main","Kitchen",,"7/17/2025","$525,000","$362.57","0.99","0.89",,"No","57","57","R5"
"R3019858","P","1704 5260 GOLDSPRING PLACE","H74","$530,000","6/30/2025","7","2","2","1,428","1997","28","2","$326.22","Townhouse","PETR","1","2","100","Freehold Strata","Sardis","5","4","No","Main",,"No",,,"No",,,"No",,"5","Yes","Above",,"No",,,"No",,,"No",,,"0","2","Chilliwack",,"|LVGRMMN|DINRMMN|KITCHMN|PBDRMABV|BDRMMN|WICLOABV|WICLOABV|FOYERBLW|","7/7/2025","7","7","7","Attached","6/30/2025 12:45 PM",,"12/31/2025","1","0","579","0","50","799","1,428","2",,"7/7/2025",,,"0","NOT USED",,,"$535,000",,"Fraser Valley Real Estate Board",,,"3","V2R 5S5","7/21/2025","$371.15","7/21/2025","Residential Attached","Yes","BC","Chilliwack",,"21'","15'","Main","Living Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7'10","15'3","Main","Dining Room",,,,,"8'5","11'3","Main","Kitchen","11'3","15'5","Above","Primary Bedroom","11'9","11'9","Main","Bedroom","6'5","8'9","Above","Walk-In Closet","5'11","5'9","Above","Walk-In Closet","7'4","6'9","Below","Foyer",,,,,,"7/7/2025","$530,000",,,,,"No","27","27","R5"
"R3014518","A","28 5536 VEDDER ROAD","H79","$534,900","6/12/2025","62","3","3","1,434","1995","30","2","$331.47","Townhouse","PETR, RENY","1","2",,"Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack","VEDDER LANE","|FOYERMN|KITCHMN|DINRMMN|LVGRMMN|LAUNDMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|",,"62",,,"Attached","6/12/2025 9:08 AM",,"9/30/2025","1","0","775","0","0","659","1,434","2",,"6/12/2025",,,"1",,,,"$534,900","Feet","Chilliwack & District Real Estate Board",,,"2","V2R 3X5","7/7/2025","$373.01",,"Residential Attached","No","BC","Chilliwack",,"5'","5'","Main","Foyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16'3","8'10","Main","Kitchen",,,,,"11'1","6'1","Main","Dining Room","20'3","11'7","Main","Living Room","3'","3'","Main","Laundry","13'9","11'11","Above","Primary Bedroom","8'4","8'","Above","Walk-In Closet","14'","11'","Above","Bedroom","13'6","9'10","Above","Bedroom",,,,,,,"2","No",,,"R5"
"R2997832","T","18 5536 VEDDER ROAD","H79","$537,500","5/7/2025","77","3","3","1,367","1994","31","2","$381.00","Townhouse","PETR","1","2","100","Freehold Strata","Sardis","4","2","No","Main","4","Yes","Above","4","No","Above",,"No",,,"No",,,"No",,,"No",,,"No",,,"0","3","Chilliwack",,"|FOYERMN|KITCHMN|EATARMN|DINRMMN|LVGRMMN|PBDRMABV|WICLOABV|BDRMABV|BDRMABV|FLEXABV|",,"77",,,"Attached","5/8/2025 3:05 PM",,"7/23/2025","1","0","753","0","0","614","1,367","2",,"7/23/2025",,"Yes","1",,,,"$537,500","Feet","Chilliwack & District Real Estate Board",,,"2","V2R 3X5","5/4/2025","$393.20",,"Residential Attached","No","BC","Chilliwack",,"6'9","4'9","Main","Foyer","11'","9'10","Above","Bedroom","4'","6'","Above","Flex Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15'6","9'","Main","Kitchen",,,,,"9'","8'6","Main","Eating Area","11'","9'","Main","Dining Room","20'2","11'6","Main","Living Room",,,,,"13'8","11'10","Above","Primary Bedroom","10'","10'","Above","Walk-In Closet","11'6","9'10","Above","Bedroom",,,,,,,,"No","43","43","R5"
